# x	y	u	v	flags	mask
1.5110e+01	6.2800e+00	3.1167e+00	9.8665e-01	0.0000e+00	0.0000e+00
1.5320e+01	6.2800e+00	2.9902e+00	7.3283e-01	0.0000e+00	0.0000e+00
1.5530e+01	6.2800e+00	2.6584e+00	4.5499e-01	1.0000e+00	0.0000e+00
1.5740e+01	6.2800e+00	2.7012e+00	4.2713e-01	1.0000e+00	0.0000e+00
1.5950e+01	6.2800e+00	3.1780e+00	-1.1844e-01	0.0000e+00	0.0000e+00
2.0000e-01	6.0700e+00	2.9502e+00	-4.2513e-01	0.0000e+00	0.0000e+00
4.1000e-01	6.0700e+00	2.9413e+00	-4.8634e-01	0.0000e+00	0.0000e+00
6.2000e-01	6.0700e+00	2.9342e+00	-4.8828e-01	0.0000e+00	0.0000e+00
8.3000e-01	6.0700e+00	2.9695e+00	-4.8697e-01	0.0000e+00	0.0000e+00
1.0400e+00	6.0700e+00	2.8974e+00	-5.3066e-01	0.0000e+00	0.0000e+00
1.2500e+00	6.0700e+00	2.9505e+00	-5.4486e-01	0.0000e+00	0.0000e+00
1.4600e+00	6.0700e+00	2.9326e+00	-5.5379e-01	0.0000e+00	0.0000e+00
1.6700e+00	6.0700e+00	2.8817e+00	-6.1637e-01	0.0000e+00	0.0000e+00
1.8800e+00	6.0700e+00	2.9844e+00	-8.0087e-01	0.0000e+00	0.0000e+00
2.0900e+00	6.0700e+00	3.0403e+00	-8.1586e-01	1.0000e+00	0.0000e+00
2.3000e+00	6.0700e+00	3.1373e+00	-9.1721e-01	0.0000e+00	0.0000e+00
2.5100e+00	6.0700e+00	3.2006e+00	-9.1311e-01	0.0000e+00	0.0000e+00
2.7200e+00	6.0700e+00	3.3328e+00	-9.9599e-01	0.0000e+00	0.0000e+00
2.9300e+00	6.0700e+00	3.4277e+00	-9.6640e-01	0.0000e+00	0.0000e+00
3.1400e+00	6.0700e+00	3.3922e+00	-8.9671e-01	1.0000e+00	0.0000e+00
3.3500e+00	6.0700e+00	3.5461e+00	-9.1558e-01	0.0000e+00	0.0000e+00
3.5600e+00	6.0700e+00	3.6126e+00	-8.3997e-01	0.0000e+00	0.0000e+00
3.7700e+00	6.0700e+00	3.6214e+00	-8.2679e-01	0.0000e+00	0.0000e+00
3.9800e+00	6.0700e+00	3.6066e+00	-7.5691e-01	0.0000e+00	0.0000e+00
4.1900e+00	6.0700e+00	3.7825e+00	-5.8716e-01	0.0000e+00	0.0000e+00
4.4000e+00	6.0700e+00	3.8540e+00	-5.5094e-01	0.0000e+00	0.0000e+00
4.6100e+00	6.0700e+00	3.8883e+00	-5.3497e-01	0.0000e+00	0.0000e+00
4.8200e+00	6.0700e+00	3.9280e+00	-4.6220e-01	0.0000e+00	0.0000e+00
5.0300e+00	6.0700e+00	3.6495e+00	-3.6283e-01	0.0000e+00	0.0000e+00
5.2400e+00	6.0700e+00	3.5145e+00	-3.8327e-01	0.0000e+00	0.0000e+00
5.4500e+00	6.0700e+00	3.5755e+00	-5.0704e-01	0.0000e+00	0.0000e+00
5.6600e+00	6.0700e+00	3.7012e+00	-2.5363e-01	0.0000e+00	0.0000e+00
5.8700e+00	6.0700e+00	2.3992e+00	-3.6484e-01	1.0000e+00	0.0000e+00
6.0800e+00	6.0700e+00	3.3525e+00	-5.9893e-01	0.0000e+00	0.0000e+00
6.2900e+00	6.0700e+00	3.5321e+00	-5.7980e-01	0.0000e+00	0.0000e+00
6.5000e+00	6.0700e+00	3.5622e+00	-2.2438e-01	0.0000e+00	0.0000e+00
6.7100e+00	6.0700e+00	3.5115e+00	-3.4474e-01	0.0000e+00	0.0000e+00
6.9200e+00	6.0700e+00	2.2241e+00	-3.9617e-01	1.0000e+00	0.0000e+00
7.1300e+00	6.0700e+00	2.2377e+00	-3.1500e-01	1.0000e+00	0.0000e+00
7.3400e+00	6.0700e+00	2.2597e+00	-2.3202e-01	1.0000e+00	0.0000e+00
7.5500e+00	6.0700e+00	1.4302e+00	-1.2924e-01	0.0000e+00	0.0000e+00
7.7600e+00	6.0700e+00	3.2060e+00	5.2071e-01	0.0000e+00	0.0000e+00
7.9700e+00	6.0700e+00	3.1611e+00	4.0030e-01	0.0000e+00	0.0000e+00
8.1800e+00	6.0700e+00	2.9852e+00	-9.8258e-02	0.0000e+00	0.0000e+00
8.3900e+00	6.0700e+00	2.4372e+00	1.2447e-01	1.0000e+00	0.0000e+00
8.6000e+00	6.0700e+00	3.1329e+00	3.2087e-01	0.0000e+00	0.0000e+00
8.8100e+00	6.0700e+00	1.9010e+00	-5.3267e-02	0.0000e+00	0.0000e+00
9.0200e+00	6.0700e+00	2.3447e+00	1.6252e-02	0.0000e+00	0.0000e+00
9.2300e+00	6.0700e+00	2.7199e+00	-1.5577e-02	0.0000e+00	0.0000e+00
9.4400e+00	6.0700e+00	2.4046e+00	-8.7530e-02	1.0000e+00	0.0000e+00
9.6500e+00	6.0700e+00	2.5707e+00	-1.6394e-01	0.0000e+00	0.0000e+00
9.8600e+00	6.0700e+00	2.3991e+00	1.3360e-02	1.0000e+00	0.0000e+00
1.0070e+01	6.0700e+00	2.7339e+00	1.7472e-01	0.0000e+00	0.0000e+00
1.0280e+01	6.0700e+00	2.3764e+00	1.7815e-01	1.0000e+00	0.0000e+00
1.0490e+01	6.0700e+00	2.3999e+00	2.8680e-01	1.0000e+00	0.0000e+00
1.0700e+01	6.0700e+00	2.7697e+00	5.3100e-01	0.0000e+00	0.0000e+00
1.0910e+01	6.0700e+00	2.9764e+00	9.4200e-01	0.0000e+00	0.0000e+00
1.1120e+01	6.0700e+00	2.9815e+00	8.6239e-01	0.0000e+00	0.0000e+00
1.1330e+01	6.0700e+00	2.9534e+00	5.4203e-01	0.0000e+00	0.0000e+00
1.1540e+01	6.0700e+00	2.5156e+00	6.4744e-02	0.0000e+00	0.0000e+00
1.1750e+01	6.0700e+00	2.5237e+00	-2.3001e-01	0.0000e+00	0.0000e+00
1.1960e+01	6.0700e+00	2.8146e+00	-3.0255e-02	0.0000e+00	0.0000e+00
1.2170e+01	6.0700e+00	2.4536e+00	1.8961e-01	1.0000e+00	0.0000e+00
1.2380e+01	6.0700e+00	2.5439e+00	-1.5511e-01	0.0000e+00	0.0000e+00
1.2590e+01	6.0700e+00	2.3615e+00	6.5372e-02	0.0000e+00	0.0000e+00
1.2800e+01	6.0700e+00	2.3112e+00	3.8113e-01	0.0000e+00	0.0000e+00
1.3010e+01	6.0700e+00	2.3036e+00	6.7738e-01	0.0000e+00	0.0000e+00
1.3220e+01	6.0700e+00	2.4653e+00	5.5979e-01	0.0000e+00	0.0000e+00
1.3430e+01	6.0700e+00	2.4016e+00	5.3657e-01	0.0000e+00	0.0000e+00
1.3640e+01	6.0700e+00	2.4282e+00	4.2175e-01	0.0000e+00	0.0000e+00
1.3850e+01	6.0700e+00	2.5463e+00	4.7067e-01	0.0000e+00	0.0000e+00
1.4060e+01	6.0700e+00	2.6360e+00	3.0282e-01	0.0000e+00	0.0000e+00
1.4270e+01	6.0700e+00	2.6909e+00	4.0471e-01	1.0000e+00	0.0000e+00
1.4480e+01	6.0700e+00	2.9637e+00	4.5958e-01	0.0000e+00	0.0000e+00
1.4690e+01	6.0700e+00	3.0996e+00	4.3102e-01	0.0000e+00	0.0000e+00
1.4900e+01	6.0700e+00	3.2706e+00	5.7294e-01	0.0000e+00	0.0000e+00
1.5110e+01	6.0700e+00	3.3069e+00	5.6804e-01	0.0000e+00	0.0000e+00
1.5320e+01	6.0700e+00	3.2459e+00	6.3584e-01	0.0000e+00	0.0000e+00
1.5530e+01	6.0700e+00	3.0583e+00	4.9659e-01	0.0000e+00	0.0000e+00
1.5740e+01	6.0700e+00	2.5658e+00	5.3148e-01	1.0000e+00	0.0000e+00
1.5950e+01	6.0700e+00	2.5043e+00	5.2232e-01	1.0000e+00	0.0000e+00
2.0000e-01	5.8600e+00	2.9218e+00	-4.7599e-01	0.0000e+00	0.0000e+00
4.1000e-01	5.8600e+00	2.9876e+00	-4.9101e-01	0.0000e+00	0.0000e+00
6.2000e-01	5.8600e+00	2.9606e+00	-4.7563e-01	0.0000e+00	0.0000e+00
8.3000e-01	5.8600e+00	2.9416e+00	-4.7719e-01	0.0000e+00	0.0000e+00
1.0400e+00	5.8600e+00	2.9821e+00	-5.2209e-01	0.0000e+00	0.0000e+00
1.2500e+00	5.8600e+00	2.9648e+00	-5.4893e-01	0.0000e+00	0.0000e+00
1.4600e+00	5.8600e+00	2.9426e+00	-5.5662e-01	0.0000e+00	0.0000e+00
1.6700e+00	5.8600e+00	2.9250e+00	-5.7587e-01	0.0000e+00	0.0000e+00
1.8800e+00	5.8600e+00	3.0420e+00	-5.6710e-01	0.0000e+00	0.0000e+00
2.0900e+00	5.8600e+00	3.1688e+00	-7.0352e-01	0.0000e+00	0.0000e+00
2.3000e+00	5.8600e+00	3.1279e+00	-8.8834e-01	0.0000e+00	0.0000e+00
2.5100e+00	5.8600e+00	3.1688e+00	-8.8091e-01	0.0000e+00	0.0000e+00
2.7200e+00	5.8600e+00	3.2812e+00	-9.5397e-01	0.0000e+00	0.0000e+00
2.9300e+00	5.8600e+00	3.3513e+00	-9.1172e-01	0.0000e+00	0.0000e+00
3.1400e+00	5.8600e+00	3.4452e+00	-8.9509e-01	0.0000e+00	0.0000e+00
3.3500e+00	5.8600e+00	3.4983e+00	-8.6459e-01	0.0000e+00	0.0000e+00
3.5600e+00	5.8600e+00	3.5291e+00	-7.0328e-01	0.0000e+00	0.0000e+00
3.7700e+00	5.8600e+00	3.5431e+00	-6.8825e-01	0.0000e+00	0.0000e+00
3.9800e+00	5.8600e+00	3.6672e+00	-6.3876e-01	0.0000e+00	0.0000e+00
4.1900e+00	5.8600e+00	3.6832e+00	-5.9845e-01	0.0000e+00	0.0000e+00
4.4000e+00	5.8600e+00	3.7629e+00	-5.8130e-01	0.0000e+00	0.0000e+00
4.6100e+00	5.8600e+00	3.7101e+00	-5.4259e-01	0.0000e+00	0.0000e+00
4.8200e+00	5.8600e+00	3.0943e+00	-6.5855e-01	1.0000e+00	0.0000e+00
5.0300e+00	5.8600e+00	3.6963e+00	-4.6512e-01	0.0000e+00	0.0000e+00
5.2400e+00	5.8600e+00	3.6060e+00	-4.3168e-01	0.0000e+00	0.0000e+00
5.4500e+00	5.8600e+00	3.5925e+00	-4.7324e-01	0.0000e+00	0.0000e+00
5.6600e+00	5.8600e+00	3.7408e+00	-4.6831e-01	0.0000e+00	0.0000e+00
5.8700e+00	5.8600e+00	3.7859e+00	-4.8222e-01	0.0000e+00	0.0000e+00
6.0800e+00	5.8600e+00	3.6888e+00	-5.4879e-01	0.0000e+00	0.0000e+00
6.2900e+00	5.8600e+00	3.7697e+00	-4.6474e-01	0.0000e+00	0.0000e+00
6.5000e+00	5.8600e+00	2.7871e+00	-4.5848e-01	1.0000e+00	0.0000e+00
6.7100e+00	5.8600e+00	3.9076e+00	-5.4978e-01	0.0000e+00	0.0000e+00
6.9200e+00	5.8600e+00	3.9876e+00	-4.6597e-01	0.0000e+00	0.0000e+00
7.1300e+00	5.8600e+00	3.9879e+00	-3.6132e-01	0.0000e+00	0.0000e+00
7.3400e+00	5.8600e+00	4.4005e+00	-6.4781e-02	0.0000e+00	0.0000e+00
7.5500e+00	5.8600e+00	4.3316e+00	8.1354e-02	0.0000e+00	0.0000e+00
7.7600e+00	5.8600e+00	3.5316e+00	4.4688e-01	0.0000e+00	0.0000e+00
7.9700e+00	5.8600e+00	3.5630e+00	2.1058e-01	0.0000e+00	0.0000e+00
8.1800e+00	5.8600e+00	3.5303e+00	7.9276e-02	0.0000e+00	0.0000e+00
8.3900e+00	5.8600e+00	3.4936e+00	2.3353e-01	0.0000e+00	0.0000e+00
8.6000e+00	5.8600e+00	3.4842e+00	1.8898e-01	0.0000e+00	0.0000e+00
8.8100e+00	5.8600e+00	3.3958e+00	-1.7628e-01	0.0000e+00	0.0000e+00
9.0200e+00	5.8600e+00	3.4234e+00	1.7740e-03	0.0000e+00	0.0000e+00
9.2300e+00	5.8600e+00	3.4683e+00	1.1764e-01	0.0000e+00	0.0000e+00
9.4400e+00	5.8600e+00	3.5431e+00	-5.1795e-02	0.0000e+00	0.0000e+00
9.6500e+00	5.8600e+00	3.3320e+00	-9.2958e-02	0.0000e+00	0.0000e+00
9.8600e+00	5.8600e+00	2.9277e+00	4.8601e-02	0.0000e+00	0.0000e+00
1.0070e+01	5.8600e+00	2.8915e+00	2.6585e-01	0.0000e+00	0.0000e+00
1.0280e+01	5.8600e+00	2.5742e+00	2.3426e-01	0.0000e+00	0.0000e+00
1.0490e+01	5.8600e+00	2.6276e+00	5.9061e-01	0.0000e+00	0.0000e+00
1.0700e+01	5.8600e+00	2.8418e+00	7.9123e-01	0.0000e+00	0.0000e+00
1.0910e+01	5.8600e+00	3.0510e+00	7.0759e-01	0.0000e+00	0.0000e+00
1.1120e+01	5.8600e+00	3.2716e+00	7.7420e-01	0.0000e+00	0.0000e+00
1.1330e+01	5.8600e+00	3.2153e+00	5.7024e-01	0.0000e+00	0.0000e+00
1.1540e+01	5.8600e+00	3.2441e+00	2.1524e-01	0.0000e+00	0.0000e+00
1.1750e+01	5.8600e+00	2.8401e+00	2.1570e-01	1.0000e+00	0.0000e+00
1.1960e+01	5.8600e+00	2.8017e+00	1.8430e-01	1.0000e+00	0.0000e+00
1.2170e+01	5.8600e+00	3.3413e+00	4.3626e-01	0.0000e+00	0.0000e+00
1.2380e+01	5.8600e+00	2.7420e+00	2.1172e-01	1.0000e+00	0.0000e+00
1.2590e+01	5.8600e+00	2.7221e+00	1.8521e-01	0.0000e+00	0.0000e+00
1.2800e+01	5.8600e+00	3.1327e+00	5.1976e-01	0.0000e+00	0.0000e+00
1.3010e+01	5.8600e+00	3.1044e+00	4.8978e-01	0.0000e+00	0.0000e+00
1.3220e+01	5.8600e+00	3.0318e+00	5.2300e-01	0.0000e+00	0.0000e+00
1.3430e+01	5.8600e+00	2.9898e+00	5.8092e-01	0.0000e+00	0.0000e+00
1.3640e+01	5.8600e+00	2.9200e+00	4.7924e-01	0.0000e+00	0.0000e+00
1.3850e+01	5.8600e+00	3.2011e+00	5.4453e-01	0.0000e+00	0.0000e+00
1.4060e+01	5.8600e+00	3.4071e+00	4.6946e-01	0.0000e+00	0.0000e+00
1.4270e+01	5.8600e+00	3.4344e+00	5.8296e-01	0.0000e+00	0.0000e+00
1.4480e+01	5.8600e+00	3.3946e+00	5.0524e-01	0.0000e+00	0.0000e+00
1.4690e+01	5.8600e+00	3.4191e+00	5.0212e-01	0.0000e+00	0.0000e+00
1.4900e+01	5.8600e+00	3.3785e+00	5.1156e-01	0.0000e+00	0.0000e+00
1.5110e+01	5.8600e+00	3.3088e+00	5.3532e-01	0.0000e+00	0.0000e+00
1.5320e+01	5.8600e+00	3.3243e+00	5.4036e-01	0.0000e+00	0.0000e+00
1.5530e+01	5.8600e+00	3.2201e+00	4.9232e-01	0.0000e+00	0.0000e+00
1.5740e+01	5.8600e+00	3.1352e+00	4.4330e-01	0.0000e+00	0.0000e+00
1.5950e+01	5.8600e+00	3.2086e+00	4.7893e-01	0.0000e+00	0.0000e+00
2.0000e-01	5.6500e+00	3.0060e+00	-4.8758e-01	0.0000e+00	0.0000e+00
4.1000e-01	5.6500e+00	2.9792e+00	-4.5879e-01	0.0000e+00	0.0000e+00
6.2000e-01	5.6500e+00	2.9550e+00	-4.5468e-01	0.0000e+00	0.0000e+00
8.3000e-01	5.6500e+00	3.0011e+00	-4.8078e-01	0.0000e+00	0.0000e+00
1.0400e+00	5.6500e+00	2.9784e+00	-4.9099e-01	0.0000e+00	0.0000e+00
1.2500e+00	5.6500e+00	2.9866e+00	-5.1747e-01	0.0000e+00	0.0000e+00
1.4600e+00	5.6500e+00	2.9930e+00	-5.6822e-01	0.0000e+00	0.0000e+00
1.6700e+00	5.6500e+00	3.0367e+00	-6.1190e-01	1.0000e+00	0.0000e+00
1.8800e+00	5.6500e+00	3.0742e+00	-5.7180e-01	0.0000e+00	0.0000e+00
2.0900e+00	5.6500e+00	3.1377e+00	-6.0786e-01	0.0000e+00	0.0000e+00
2.3000e+00	5.6500e+00	3.0552e+00	-7.9495e-01	0.0000e+00	0.0000e+00
2.5100e+00	5.6500e+00	3.1117e+00	-8.5105e-01	0.0000e+00	0.0000e+00
2.7200e+00	5.6500e+00	3.3024e+00	-7.6506e-01	1.0000e+00	0.0000e+00
2.9300e+00	5.6500e+00	3.4578e+00	-7.1423e-01	0.0000e+00	0.0000e+00
3.1400e+00	5.6500e+00	3.4550e+00	-8.0178e-01	0.0000e+00	0.0000e+00
3.3500e+00	5.6500e+00	3.5078e+00	-7.7513e-01	0.0000e+00	0.0000e+00
3.5600e+00	5.6500e+00	3.5277e+00	-6.9552e-01	0.0000e+00	0.0000e+00
3.7700e+00	5.6500e+00	3.5530e+00	-6.5911e-01	0.0000e+00	0.0000e+00
3.9800e+00	5.6500e+00	3.6289e+00	-5.8287e-01	0.0000e+00	0.0000e+00
4.1900e+00	5.6500e+00	3.6548e+00	-5.5828e-01	0.0000e+00	0.0000e+00
4.4000e+00	5.6500e+00	3.7106e+00	-5.4816e-01	0.0000e+00	0.0000e+00
4.6100e+00	5.6500e+00	3.6517e+00	-5.1575e-01	0.0000e+00	0.0000e+00
4.8200e+00	5.6500e+00	3.7735e+00	-4.4720e-01	0.0000e+00	0.0000e+00
5.0300e+00	5.6500e+00	3.6742e+00	-4.7679e-01	0.0000e+00	0.0000e+00
5.2400e+00	5.6500e+00	3.6638e+00	-4.4422e-01	0.0000e+00	0.0000e+00
5.4500e+00	5.6500e+00	3.6685e+00	-4.6904e-01	0.0000e+00	0.0000e+00
5.6600e+00	5.6500e+00	3.6841e+00	-4.8490e-01	0.0000e+00	0.0000e+00
5.8700e+00	5.6500e+00	3.7605e+00	-4.9011e-01	0.0000e+00	0.0000e+00
6.0800e+00	5.6500e+00	3.7424e+00	-4.9247e-01	0.0000e+00	0.0000e+00
6.2900e+00	5.6500e+00	3.7871e+00	-4.4400e-01	0.0000e+00	0.0000e+00
6.5000e+00	5.6500e+00	3.8195e+00	-4.6850e-01	0.0000e+00	0.0000e+00
6.7100e+00	5.6500e+00	3.8822e+00	-4.8173e-01	0.0000e+00	0.0000e+00
6.9200e+00	5.6500e+00	3.9706e+00	-4.3792e-01	0.0000e+00	0.0000e+00
7.1300e+00	5.6500e+00	4.1025e+00	-3.3817e-01	0.0000e+00	0.0000e+00
7.3400e+00	5.6500e+00	4.3094e+00	-3.1227e-02	0.0000e+00	0.0000e+00
7.5500e+00	5.6500e+00	4.0590e+00	1.7811e-01	0.0000e+00	0.0000e+00
7.7600e+00	5.6500e+00	3.2625e+00	4.5740e-03	1.0000e+00	0.0000e+00
7.9700e+00	5.6500e+00	3.7476e+00	8.3291e-02	0.0000e+00	0.0000e+00
8.1800e+00	5.6500e+00	3.6776e+00	1.3093e-01	0.0000e+00	0.0000e+00
8.3900e+00	5.6500e+00	3.6310e+00	1.6091e-01	0.0000e+00	0.0000e+00
8.6000e+00	5.6500e+00	3.5848e+00	1.9767e-02	0.0000e+00	0.0000e+00
8.8100e+00	5.6500e+00	3.5550e+00	-7.0446e-02	0.0000e+00	0.0000e+00
9.0200e+00	5.6500e+00	3.5417e+00	-7.3394e-02	0.0000e+00	0.0000e+00
9.2300e+00	5.6500e+00	3.1451e+00	-8.8762e-02	1.0000e+00	0.0000e+00
9.4400e+00	5.6500e+00	3.4689e+00	-3.2231e-01	0.0000e+00	0.0000e+00
9.6500e+00	5.6500e+00	3.3642e+00	-4.1659e-01	0.0000e+00	0.0000e+00
9.8600e+00	5.6500e+00	2.6444e+00	-2.2810e-01	0.0000e+00	0.0000e+00
1.0070e+01	5.6500e+00	2.9187e+00	6.8451e-02	0.0000e+00	0.0000e+00
1.0280e+01	5.6500e+00	3.1443e+00	4.9148e-02	0.0000e+00	0.0000e+00
1.0490e+01	5.6500e+00	3.4191e+00	1.1981e-01	0.0000e+00	0.0000e+00
1.0700e+01	5.6500e+00	3.4428e+00	7.0556e-01	0.0000e+00	0.0000e+00
1.0910e+01	5.6500e+00	3.5532e+00	5.5199e-01	0.0000e+00	0.0000e+00
1.1120e+01	5.6500e+00	3.5919e+00	5.2946e-01	0.0000e+00	0.0000e+00
1.1330e+01	5.6500e+00	3.4880e+00	4.6398e-01	0.0000e+00	0.0000e+00
1.1540e+01	5.6500e+00	3.4504e+00	1.5317e-01	0.0000e+00	0.0000e+00
1.1750e+01	5.6500e+00	3.5045e+00	8.2365e-02	0.0000e+00	0.0000e+00
1.1960e+01	5.6500e+00	3.5252e+00	1.8148e-01	0.0000e+00	0.0000e+00
1.2170e+01	5.6500e+00	3.4711e+00	2.5775e-01	0.0000e+00	0.0000e+00
1.2380e+01	5.6500e+00	3.0418e+00	9.6641e-02	0.0000e+00	0.0000e+00
1.2590e+01	5.6500e+00	3.4529e+00	5.5865e-01	0.0000e+00	0.0000e+00
1.2800e+01	5.6500e+00	3.5443e+00	6.5959e-01	0.0000e+00	0.0000e+00
1.3010e+01	5.6500e+00	3.4764e+00	4.5711e-01	0.0000e+00	0.0000e+00
1.3220e+01	5.6500e+00	3.3775e+00	4.7204e-01	0.0000e+00	0.0000e+00
1.3430e+01	5.6500e+00	3.4420e+00	5.3924e-01	0.0000e+00	0.0000e+00
1.3640e+01	5.6500e+00	3.4302e+00	4.5374e-01	0.0000e+00	0.0000e+00
1.3850e+01	5.6500e+00	3.3382e+00	5.2790e-01	0.0000e+00	0.0000e+00
1.4060e+01	5.6500e+00	3.5262e+00	4.6666e-01	0.0000e+00	0.0000e+00
1.4270e+01	5.6500e+00	3.5317e+00	4.7664e-01	0.0000e+00	0.0000e+00
1.4480e+01	5.6500e+00	3.3551e+00	4.8984e-01	0.0000e+00	0.0000e+00
1.4690e+01	5.6500e+00	3.4042e+00	4.7422e-01	0.0000e+00	0.0000e+00
1.4900e+01	5.6500e+00	3.4286e+00	4.7003e-01	0.0000e+00	0.0000e+00
1.5110e+01	5.6500e+00	3.3680e+00	4.7178e-01	0.0000e+00	0.0000e+00
1.5320e+01	5.6500e+00	3.3175e+00	4.6793e-01	0.0000e+00	0.0000e+00
1.5530e+01	5.6500e+00	3.2764e+00	4.6435e-01	0.0000e+00	0.0000e+00
1.5740e+01	5.6500e+00	3.1961e+00	4.9702e-01	0.0000e+00	0.0000e+00
1.5950e+01	5.6500e+00	3.2210e+00	5.0962e-01	0.0000e+00	0.0000e+00
2.0000e-01	5.4400e+00	3.0117e+00	-4.5663e-01	0.0000e+00	0.0000e+00
4.1000e-01	5.4400e+00	2.9889e+00	-4.8376e-01	0.0000e+00	0.0000e+00
6.2000e-01	5.4400e+00	2.9400e+00	-4.5632e-01	0.0000e+00	0.0000e+00
8.3000e-01	5.4400e+00	2.9699e+00	-5.0102e-01	0.0000e+00	0.0000e+00
1.0400e+00	5.4400e+00	3.0019e+00	-4.9821e-01	0.0000e+00	0.0000e+00
1.2500e+00	5.4400e+00	2.9896e+00	-5.2615e-01	0.0000e+00	0.0000e+00
1.4600e+00	5.4400e+00	3.0107e+00	-5.2137e-01	0.0000e+00	0.0000e+00
1.6700e+00	5.4400e+00	3.0368e+00	-5.6101e-01	0.0000e+00	0.0000e+00
1.8800e+00	5.4400e+00	3.1883e+00	-6.1360e-01	0.0000e+00	0.0000e+00
2.0900e+00	5.4400e+00	3.1541e+00	-6.1722e-01	0.0000e+00	0.0000e+00
2.3000e+00	5.4400e+00	3.1891e+00	-7.0939e-01	0.0000e+00	0.0000e+00
2.5100e+00	5.4400e+00	3.2241e+00	-6.9717e-01	0.0000e+00	0.0000e+00
2.7200e+00	5.4400e+00	3.3992e+00	-6.1246e-01	0.0000e+00	0.0000e+00
2.9300e+00	5.4400e+00	3.4248e+00	-6.4741e-01	0.0000e+00	0.0000e+00
3.1400e+00	5.4400e+00	3.4972e+00	-6.8312e-01	0.0000e+00	0.0000e+00
3.3500e+00	5.4400e+00	3.4985e+00	-6.6969e-01	0.0000e+00	0.0000e+00
3.5600e+00	5.4400e+00	3.5031e+00	-6.0422e-01	0.0000e+00	0.0000e+00
3.7700e+00	5.4400e+00	3.5539e+00	-5.7851e-01	0.0000e+00	0.0000e+00
3.9800e+00	5.4400e+00	3.5828e+00	-5.7016e-01	0.0000e+00	0.0000e+00
4.1900e+00	5.4400e+00	3.5672e+00	-5.4510e-01	0.0000e+00	0.0000e+00
4.4000e+00	5.4400e+00	3.6675e+00	-5.4117e-01	0.0000e+00	0.0000e+00
4.6100e+00	5.4400e+00	3.6191e+00	-5.1875e-01	0.0000e+00	0.0000e+00
4.8200e+00	5.4400e+00	3.6341e+00	-4.9142e-01	0.0000e+00	0.0000e+00
5.0300e+00	5.4400e+00	3.6661e+00	-5.0118e-01	0.0000e+00	0.0000e+00
5.2400e+00	5.4400e+00	3.6257e+00	-4.5594e-01	1.0000e+00	0.0000e+00
5.4500e+00	5.4400e+00	3.6262e+00	-4.5029e-01	1.0000e+00	0.0000e+00
5.6600e+00	5.4400e+00	3.6706e+00	-4.5442e-01	0.0000e+00	0.0000e+00
5.8700e+00	5.4400e+00	3.7116e+00	-4.3669e-01	0.0000e+00	0.0000e+00
6.0800e+00	5.4400e+00	3.7482e+00	-4.4942e-01	0.0000e+00	0.0000e+00
6.2900e+00	5.4400e+00	3.8225e+00	-4.0784e-01	0.0000e+00	0.0000e+00
6.5000e+00	5.4400e+00	3.8755e+00	-4.0486e-01	0.0000e+00	0.0000e+00
6.7100e+00	5.4400e+00	3.8703e+00	-3.9998e-01	0.0000e+00	0.0000e+00
6.9200e+00	5.4400e+00	3.9845e+00	-3.9178e-01	0.0000e+00	0.0000e+00
7.1300e+00	5.4400e+00	3.6909e+00	-1.9774e-01	1.0000e+00	0.0000e+00
7.3400e+00	5.4400e+00	4.0232e+00	-9.3254e-02	0.0000e+00	0.0000e+00
7.5500e+00	5.4400e+00	3.9557e+00	-1.2282e-02	0.0000e+00	0.0000e+00
7.7600e+00	5.4400e+00	3.8428e+00	3.9685e-02	0.0000e+00	0.0000e+00
7.9700e+00	5.4400e+00	3.7959e+00	1.5705e-02	0.0000e+00	0.0000e+00
8.1800e+00	5.4400e+00	3.7911e+00	2.7179e-02	0.0000e+00	0.0000e+00
8.3900e+00	5.4400e+00	3.6744e+00	2.8460e-02	0.0000e+00	0.0000e+00
8.6000e+00	5.4400e+00	3.5987e+00	1.2541e-02	0.0000e+00	0.0000e+00
8.8100e+00	5.4400e+00	3.5996e+00	-4.1626e-02	0.0000e+00	0.0000e+00
9.0200e+00	5.4400e+00	3.6546e+00	-9.5308e-02	0.0000e+00	0.0000e+00
9.2300e+00	5.4400e+00	3.5569e+00	-8.6925e-02	0.0000e+00	0.0000e+00
9.4400e+00	5.4400e+00	3.5434e+00	-1.8553e-01	0.0000e+00	0.0000e+00
9.6500e+00	5.4400e+00	3.4393e+00	-4.7637e-01	0.0000e+00	0.0000e+00
9.8600e+00	5.4400e+00	2.9130e+00	-4.5699e-01	0.0000e+00	0.0000e+00
1.0070e+01	5.4400e+00	3.1196e+00	4.8667e-03	0.0000e+00	0.0000e+00
1.0280e+01	5.4400e+00	3.4132e+00	5.7078e-02	0.0000e+00	0.0000e+00
1.0490e+01	5.4400e+00	3.6652e+00	-5.1833e-02	0.0000e+00	0.0000e+00
1.0700e+01	5.4400e+00	3.6894e+00	6.4780e-01	0.0000e+00	0.0000e+00
1.0910e+01	5.4400e+00	3.6336e+00	4.3321e-01	0.0000e+00	0.0000e+00
1.1120e+01	5.4400e+00	3.6441e+00	3.6053e-01	0.0000e+00	0.0000e+00
1.1330e+01	5.4400e+00	3.5662e+00	3.1963e-01	0.0000e+00	0.0000e+00
